Doc_Number,Document_Name,Contract_Section,Category,Review_Status,Notes,Filename,Appendix_Number,Priority,Document_Type,File_Type,Size_MB,Modified_Date,Full_Path
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G10.pdf,G10,LOW,Design Documents,.PDF,1.38,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G10/Appendix G10.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G11.pdf,G11,LOW,Design Documents,.PDF,9.89,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G11/Appendix G11.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G12.pdf,G12,LOW,Design Documents,.PDF,9.15,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G12/Appendix G12.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G13.pdf,G13,LOW,Design Documents,.PDF,10.91,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G13/Appendix G13.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G15.pdf,G15,LOW,Design Documents,.PDF,36.06,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G15/Appendix G15.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G18.pdf,G18,LOW,Design Documents,.PDF,0.88,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G18/Appendix G18.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G19.pdf,G19,LOW,Design Documents,.PDF,19.63,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G19/Appendix G19.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G20.pdf,G20,LOW,Design Documents,.PDF,20.42,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G20/Appendix G20.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G21.A.pdf,G21,LOW,Design Documents,.PDF,9.91,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G21/Appendix G21.A/Appendix G21.A.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G22.pdf,G22,LOW,Design Documents,.PDF,0.91,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G22/Appendix G22.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G23.A.pdf,G23,LOW,Design Documents,.PDF,38.16,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.A/Appendix G23.A.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G23.B.pdf,G23,LOW,Design Documents,.PDF,2.18,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.B/Appendix G23.B.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G23.C.pdf,G23,LOW,Design Documents,.PDF,10.11,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.C/Appendix G23.C.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G23.D.PDF,G23,LOW,Design Documents,.PDF,6.63,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.D/Appendix G23.D.PDF
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G24.pdf,G24,LOW,Design Documents,.PDF,1.62,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G24/Appendix G24.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G25.pdf,G25,LOW,Design Documents,.PDF,3.85,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G25/Appendix G25.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G3.pdf,G3,LOW,Design Documents,.PDF,2.56,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G3/Appendix G3.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G4.pdf,G4,LOW,Design Documents,.PDF,0.91,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G4/Appendix G4.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G5.pdf,G5,LOW,Design Documents,.PDF,8.19,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G5/Appendix G5.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G6.pdf,G6,LOW,Design Documents,.PDF,47.07,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G6/Appendix G6.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G7.pdf,G7,LOW,Design Documents,.PDF,2.57,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G7/Appendix G7.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,Appendix G9.pdf,G9,LOW,Design Documents,.PDF,21.06,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G9/Appendix G9.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,G14.A Cover_Sheet.pdf,G14,LOW,Design Documents,.PDF,0.12,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G14/Appendix G14.A/G14.A Cover_Sheet.pdf
296,Earthquake Ground Motions Seismic Design,7. RFP Appendices (Contract Documents),7 - Appendices: G - Geotechnical,Needs Review,,G14.B Cove Sheet.pdf,G14,LOW,Design Documents,.PDF,0.12,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G14/Appendix G14.B/G14.B Cove Sheet.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H12.pdf,H12,LOW,Design Documents,.PDF,5.87,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H12/Appendix H12.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H13.pdf,H13,LOW,Design Documents,.PDF,28.03,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H13/Appendix H13.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H15.pdf,H15,LOW,Design Documents,.PDF,0.82,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H15/Appendix H15.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H16.pdf,H16,LOW,Design Documents,.PDF,0.3,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H16/Appendix H16.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H2.pdf,H2,LOW,Design Documents,.PDF,0.33,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H2/Appendix H2.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H5.pdf,H5,LOW,Design Documents,.PDF,23.22,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H5/Appendix H5.pdf
328,ACPA Concrete Pipe Design Manual,7. RFP Appendices (Contract Documents),7 - Appendices: H - Hydraulics,Needs Review,,Appendix H9.pdf,H9,LOW,Design Documents,.PDF,33.5,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/H - Hydraulics/Appendix H9/Appendix H9.pdf
356,Montlake Phase Pavement Design Report,7. RFP Appendices (Contract Documents),7 - Appendices: J - Pavement,Needs Review,,Appendix J1.pdf,J1,LOW,Landscape & Site,.PDF,0.58,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/J - Pavement/Appendix J1/Appendix J1.pdf
356,Montlake Phase Pavement Design Report,7. RFP Appendices (Contract Documents),7 - Appendices: J - Pavement,Needs Review,,Appendix J2.pdf,J2,LOW,Landscape & Site,.PDF,11.43,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/J - Pavement/Appendix J2/Appendix J2.pdf
356,Montlake Phase Pavement Design Report,7. RFP Appendices (Contract Documents),7 - Appendices: J - Pavement,Needs Review,,Appendix J3.pdf,J3,LOW,Landscape & Site,.PDF,2.55,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/J - Pavement/Appendix J3/Appendix J3.pdf
356,Montlake Phase Pavement Design Report,7. RFP Appendices (Contract Documents),7 - Appendices: J - Pavement,Needs Review,,Appendix J4.pdf,J4,LOW,Landscape & Site,.PDF,0.54,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/J - Pavement/Appendix J4/Appendix J4.pdf
360,Benefit Code Key,7. RFP Appendices (Contract Documents),7 - Appendices: K - Prevailing Wages Information,Needs Review,,Appendix K2.A.pdf,K2,LOW,Project Administration,.PDF,0.46,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/K - Prevailing Wages Information/Appendix K2/Appendix K2.A/Appendix K2.A.pdf
360,Benefit Code Key,7. RFP Appendices (Contract Documents),7 - Appendices: K - Prevailing Wages Information,Needs Review,,Appendix K2.B.pdf,K2,LOW,Project Administration,.PDF,0.29,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/K - Prevailing Wages Information/Appendix K2/Appendix K2.B/Appendix K2.B.pdf
360,Benefit Code Key,7. RFP Appendices (Contract Documents),7 - Appendices: K - Prevailing Wages Information,Needs Review,,Appendix K2.C.pdf,K2,LOW,Project Administration,.PDF,0.28,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/K - Prevailing Wages Information/Appendix K2/Appendix K2.C/Appendix K2.C.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L10.pdf,L10,LOW,Landscape & Site,.PDF,0.47,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L10/Appendix L10.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L11.pdf,L11,LOW,Landscape & Site,.PDF,2.07,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L11/Appendix L11.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L12.pdf,L12,LOW,Landscape & Site,.PDF,4.47,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L12/Appendix L12.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L13.pdf,L13,LOW,Landscape & Site,.PDF,0.38,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L13/Appendix L13.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L14.pdf,L14,LOW,Landscape & Site,.PDF,0.03,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L14/Appendix L14.pdf
363,American Standard Nursery Stock,7. RFP Appendices (Contract Documents),7 - Appendices: L - Landscape and Urban Design,Needs Review,,Appendix L2.pdf,L2,LOW,Landscape & Site,.PDF,3.31,2019-10-28,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/L - Landscape and Urban Design/Appendix L2/Appendix L2.pdf
