Doc_Number,Document_Name,Full_Name,Category,Document_Type,Contract_Section,Review_Status,Notes,Files_Count,Representative_File,File_Path
810,111_SPU 54-inch TM Shutdown Mods (PCO 212) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 111 SPU 54-inch TM Shutdown Mods. - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/111_SPU 54-inch TM Shutdown Mods (PCO 212) (Executed)/Executed CO (Final Docs)/C9015 CO 111 SPU 54-inch TM Shutdown Mods. - signed.pdf
811,112_SDOT Chan Changes on E ML PL E (PCO 239) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 112 SDOT Chan Changes on E ML Pl E - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/112_SDOT Chan Changes on E ML PL E (PCO 239) (Executed)/Executed CO (Final Docs)/C9015 CO 112 SDOT Chan Changes on E ML Pl E - signed.pdf
812,113_SPU PRV Conn - Design Only (PCO 173) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 113 SPU PRS Pipe Conn - Design Only - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/113_SPU PRV Conn - Design Only (PCO 173) (Executed)/Executed CO (Final Docs)/C9015 CO 113 SPU PRS Pipe Conn - Design Only - signed.pdf
813,114_Add'l Interpretive Signage (PCO 229) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 114 Add'l Interpretive Signage - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/114_Add'l Interpretive Signage (PCO 229) (Executed)/Executed CO (Final Docs)/C9015 CO 114 Add'l Interpretive Signage - signed.pdf
814,115_Elimination of CO 95 Work (PCO 247) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 115 Elimination of CO 95 Work - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/115_Elimination of CO 95 Work (PCO 247) (Executed)/Executed CO (Final Docs)/C9015 CO 115 Elimination of CO 95 Work - signed.pdf
815,116_Centurylink Agreement (PCO 243) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 116 CenturyLink Reloc Agreement - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/116_Centurylink Agreement (PCO 243) (Executed)/Executed CO (Final Docs)/C9015 CO 116 CenturyLink Reloc Agreement - signed.pdf
816,117_Lane Closure Modifications (PCO 249) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 117 Lane Closure Modifications - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/117_Lane Closure Modifications (PCO 249) (Executed)/Executed CO (Final Docs)/C9015 CO 117 Lane Closure Modifications - signed.pdf
817,118_FA Montlake Market Remediation (PCO 225) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 118 FA Montlake Market Remediation - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/118_FA Montlake Market Remediation (PCO 225) (Executed)/Executed CO (Final Docs)/C9015 CO 118 FA Montlake Market Remediation - signed.pdf
818,119_NWR - SR 513 Comm & Htl Offers (PCO 246) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 119 NWR - SR 513 Comm & Htl Offers - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/119_NWR - SR 513 Comm & Htl Offers (PCO 246) (Executed)/Executed CO (Final Docs)/C9015 CO 119 NWR - SR 513 Comm & Htl Offers - signed.pdf
819,"120_SPU PRS Pipe Conn - Const Only (PCO 244, 253) (Executed)",,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 C120 SPU PRS Pipe Conn - Const Only - signed.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/120_SPU PRS Pipe Conn - Const Only (PCO 244, 253) (Executed)/Executed CO (Final Docs)/C9015 C120 SPU PRS Pipe Conn - Const Only - signed.pdf"
820,121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 121 Pier 3 Core-Test Reimbursement - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed)/Executed CO (Final Docs)/C9015 CO 121 Pier 3 Core-Test Reimbursement - signed.pdf
821,122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed)/Executed CO (Final Docs)/C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf
822,123_Additional Camera Relocations (PCO 257) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 123 Additional Camera Relocation - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/123_Additional Camera Relocations (PCO 257) (Executed)/Executed CO (Final Docs)/C9015 CO 123 Additional Camera Relocation - signed.pdf
823,124_BCS HMI Location (PCO 256) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 124 BCS HMI Location - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/124_BCS HMI Location (PCO 256) (Executed)/Executed CO (Final Docs)/C9015 CO 124 BCS HMI Location - signed.pdf
824,125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 101-125/125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed)/Executed CO (Final Docs)/C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf
825,126_WABS Conduit Supports over 5Ft (PCO 262) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/126_WABS Conduit Supports over 5Ft (PCO 262) (Executed)/Executed CO (Final Docs)/C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf
826,127_Elim. Environmental Incentive (PCO 268) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 127 Elim Environmental Incentive - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/127_Elim. Environmental Incentive (PCO 268) (Executed)/Executed CO (Final Docs)/C9015 CO 127 Elim Environmental Incentive - signed.pdf
827,128_Hazardous Bldg Matls Allowance (PCO 269) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/128_Hazardous Bldg Matls Allowance (PCO 269) (Executed)/Executed CO (Final Docs)/C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf
828,129_Landscape Mods in OCR - Design (PCO 238) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/129_Landscape Mods in OCR - Design (PCO 238) (Executed)/Executed CO (Final Docs)/C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf
829,130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed)/Executed CO (Final Docs)/C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf
830,131_Strip Seal Replacement (PCO 002) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 131 Strip Seal Replacement - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/131_Strip Seal Replacement (PCO 002) (Executed)/Executed CO (Final Docs)/C9015 CO 131 Strip Seal Replacement - signed.pdf
831,132_Relays & Monitoring Points (PCO 176) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 132 Relays and Monitoring Points - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/132_Relays & Monitoring Points (PCO 176) (Executed)/Executed CO (Final Docs)/C9015 CO 132 Relays and Monitoring Points - signed.pdf
832,133_DRB Compensation (PCO 278) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 133 DRB Compensation - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/133_DRB Compensation (PCO 278) (Executed)/Executed CO (Final Docs)/C9015 CO 133 DRB Compensation - signed.pdf
833,"134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)",,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)/Executed CO (Final Docs)/C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf"
834,135_Express Lanes Sign Cont Wiring (PCO 266) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/135_Express Lanes Sign Cont Wiring (PCO 266) (Executed)/Executed CO (Final Docs)/C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf
835,136_Underlid Closure Signs (PCO 288) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 136 Underlid Closure Signs - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/136_Underlid Closure Signs (PCO 288) (Executed)/Executed CO (Final Docs)/C9015 CO 136 Underlid Closure Signs - signed.pdf
836,137_WABS Shaft Duct Clearing (PCO 284) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/137_WABS Shaft Duct Clearing (PCO 284) (Executed)/Executed CO (Final Docs)/C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf
837,138_Pavt Depth for DXEI Alignment (PCO 285) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/138_Pavt Depth for DXEI Alignment (PCO 285) (Executed)/Executed CO (Final Docs)/C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf
838,139_Correction to CO 138 (PCO 294) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 139 Correction to CO 138 - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/139_Correction to CO 138 (PCO 294) (Executed)/Executed CO (Final Docs)/C9015 CO 139 Correction to CO 138 - signed.pdf
839,140_Ethafoam Requirement (PCO 286) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 140 Ethafoam Requirement - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/140_Ethafoam Requirement (PCO 286) (Executed)/Executed CO (Final Docs)/C9015 CO 140 Ethafoam Requirement - signed.pdf
840,141_LWB Long-Term Closure (PCO 292) (Executed),,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 141 LWB Long-Term Closure - signed.pdf,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/141_LWB Long-Term Closure (PCO 292) (Executed)/Executed CO (Final Docs)/C9015 CO 141 LWB Long-Term Closure - signed.pdf
841,"142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)",,,ChangeOrder,1. Change Orders and Supplemental Agreements,Reviewed,Incorporated into conformed RFP through CO 165 062302024,1,C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 126-150/142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)/Executed CO (Final Docs)/C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf"
