Doc_Number,Priority,Review_Status,Document_Type,Category,Appendix_Number,Filename,Subfolder,File_Type,Size_MB,Modified_Date,Closeout_Requirements_Found,Notes,Follow_Up_Required,Reviewer,Review_Date,Full_Path
724,LOW,Reviewed,Change Orders,1 - Change Orders,CO 25,CO 25 - 025_WABS Columns (PCO 093) (Executed),025_WABS Columns (PCO 093) (Executed),MISSING,0.0,,,CO 25 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/025_WABS Columns (PCO 093) (Executed)
728,LOW,Reviewed,Change Orders,1 - Change Orders,CO 29,CO 29 - 029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed),029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed),MISSING,0.0,,,CO 29 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed)
702,LOW,Reviewed,Change Orders,1 - Change Orders,CO 3,CO 3 - 003_Foster Island Irrg Water Supp (PCO 028) (Executed),003_Foster Island Irrg Water Supp (PCO 028) (Executed),MISSING,0.0,,,CO 3 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/003_Foster Island Irrg Water Supp (PCO 028) (Executed)
730,LOW,Reviewed,Change Orders,1 - Change Orders,CO 31,CO 31 - 031_Cell Tower ITS Conflict (PCO 091) (Executed),031_Cell Tower ITS Conflict (PCO 091) (Executed),MISSING,0.0,,,CO 31 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/031_Cell Tower ITS Conflict (PCO 091) (Executed)
731,LOW,Reviewed,Change Orders,1 - Change Orders,CO 32,CO 32 - 032_Sign Height (PCO 111) (Executed),032_Sign Height (PCO 111) (Executed),MISSING,0.0,,,CO 32 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/032_Sign Height (PCO 111) (Executed)
732,LOW,Reviewed,Change Orders,1 - Change Orders,CO 33,CO 33 - 033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed),033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed),MISSING,0.0,,,CO 33 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed)
733,LOW,Reviewed,Change Orders,1 - Change Orders,CO 34,CO 34 - 034_Force Account Markup Change (PCO 112) (Executed),034_Force Account Markup Change (PCO 112) (Executed),MISSING,0.0,,,CO 34 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/034_Force Account Markup Change (PCO 112) (Executed)
734,LOW,Reviewed,Change Orders,1 - Change Orders,CO 35,CO 35 - 035_Electrical Conduits on Girders (PCO 117) (Executed),035_Electrical Conduits on Girders (PCO 117) (Executed),MISSING,0.0,,,CO 35 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/035_Electrical Conduits on Girders (PCO 117) (Executed)
736,LOW,Reviewed,Change Orders,1 - Change Orders,CO 37,CO 37 - 037_North Street Closure (PCO 104) (Executed),037_North Street Closure (PCO 104) (Executed),MISSING,0.0,,,CO 37 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/037_North Street Closure (PCO 104) (Executed)
738,LOW,Reviewed,Change Orders,1 - Change Orders,CO 39,CO 39 - 039_ATC 001 Adjustments (PCO 125) (Executed),039_ATC 001 Adjustments (PCO 125) (Executed),MISSING,0.0,,,CO 39 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/039_ATC 001 Adjustments (PCO 125) (Executed)
703,LOW,Reviewed,Change Orders,1 - Change Orders,CO 4,"CO 4 - 004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)","004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)",MISSING,0.0,,,CO 4 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)"
741,LOW,Reviewed,Change Orders,1 - Change Orders,CO 42,CO 42 - 042_Interpretive Signs (VOIDED),042_Interpretive Signs (VOIDED),MISSING,0.0,,,CO 42 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 026-050/042_Interpretive Signs (VOIDED)
743,LOW,Reviewed,Change Orders,1 - Change Orders,CO 44,CO 44 - MISSING,,MISSING,0.0,,,CO 44 - No folder found for this CO number. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,
704,LOW,Reviewed,Change Orders,1 - Change Orders,CO 5,CO 5 - 005_RSUP Cover Plates (PCO 001) (Executed),005_RSUP Cover Plates (PCO 001) (Executed),MISSING,0.0,,,CO 5 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/005_RSUP Cover Plates (PCO 001) (Executed)
705,LOW,Reviewed,Change Orders,1 - Change Orders,CO 6,CO 6 - 006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed),006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed),MISSING,0.0,,,CO 6 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed)
706,LOW,Reviewed,Change Orders,1 - Change Orders,CO 7,CO 7 - 007_Adjust Contract Dates (PCO 067) (Executed),007_Adjust Contract Dates (PCO 067) (Executed),MISSING,0.0,,,CO 7 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/007_Adjust Contract Dates (PCO 067) (Executed)
707,LOW,Reviewed,Change Orders,1 - Change Orders,CO 8,CO 8 - 008_CWA Amendment 1 (PCO 063) (Executed),008_CWA Amendment 1 (PCO 063) (Executed),MISSING,0.0,,,CO 8 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/008_CWA Amendment 1 (PCO 063) (Executed)
708,LOW,Reviewed,Change Orders,1 - Change Orders,CO 9,"CO 9 - 009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)","009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)",MISSING,0.0,,,CO 9 - Folder exists but no signed/executed PDF found. Incorporated into RFP Ch 1 & 2 (reviewed).,,Team,2025-10-18,"/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/050_Change Orders/Change Orders 001-025/009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)"
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,A3 Cover Sheet.pdf,Appendix A3,.PDF,0.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/A3 Cover Sheet.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 1.pdf,Appendix A3,.PDF,24.47,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 1.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 2.pdf,Appendix A3,.PDF,23.89,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 2.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 3.pdf,Appendix A3,.PDF,15.88,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 3.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 4.pdf,Appendix A3,.PDF,15.72,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 4.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 5.pdf,Appendix A3,.PDF,10.85,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 5.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A3,Aerial Photo 6.pdf,Appendix A3,.PDF,12.2,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A3/Aerial Photo 6.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A,Appendix A Cover Sheet.pdf,,.PDF,0.08,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A Cover Sheet.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A1,Appendix A1.pdf,Appendix A1,.PDF,0.53,2022-10-05,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A1/Appendix A1.pdf
51,LOW,Not Started,Project Administration,7 - Appendices: A - Project Files,A4,Appendix A4 Cover Sheet.pdf,Appendix A4,.PDF,0.32,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/A - Project Files/Appendix A4/Appendix A4 Cover Sheet.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G,Appendix G Cover Sheet.pdf,,.PDF,0.12,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G Cover Sheet.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G1,Appendix G1.pdf,Appendix G1,.PDF,2.8,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G1/Appendix G1.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G10,Appendix G10.pdf,Appendix G10,.PDF,1.38,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G10/Appendix G10.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G11,Appendix G11.pdf,Appendix G11,.PDF,9.89,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G11/Appendix G11.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G12,Appendix G12.pdf,Appendix G12,.PDF,9.15,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G12/Appendix G12.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G13,Appendix G13.pdf,Appendix G13,.PDF,10.91,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G13/Appendix G13.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G15,Appendix G15.pdf,Appendix G15,.PDF,36.06,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G15/Appendix G15.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G18,Appendix G18.pdf,Appendix G18,.PDF,0.88,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G18/Appendix G18.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G19,Appendix G19.pdf,Appendix G19,.PDF,19.63,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G19/Appendix G19.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G20,Appendix G20.pdf,Appendix G20,.PDF,20.42,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G20/Appendix G20.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G21,Appendix G21.A.pdf,Appendix G21/Appendix G21.A,.PDF,9.91,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G21/Appendix G21.A/Appendix G21.A.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G22,Appendix G22.pdf,Appendix G22,.PDF,0.91,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G22/Appendix G22.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G23,Appendix G23.A.pdf,Appendix G23/Appendix G23.A,.PDF,38.16,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.A/Appendix G23.A.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G23,Appendix G23.B.pdf,Appendix G23/Appendix G23.B,.PDF,2.18,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.B/Appendix G23.B.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G23,Appendix G23.C.pdf,Appendix G23/Appendix G23.C,.PDF,10.11,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.C/Appendix G23.C.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G23,Appendix G23.D.PDF,Appendix G23/Appendix G23.D,.PDF,6.63,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G23/Appendix G23.D/Appendix G23.D.PDF
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G24,Appendix G24.pdf,Appendix G24,.PDF,1.62,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G24/Appendix G24.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G25,Appendix G25.pdf,Appendix G25,.PDF,3.85,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G25/Appendix G25.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G3,Appendix G3.pdf,Appendix G3,.PDF,2.56,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G3/Appendix G3.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G4,Appendix G4.pdf,Appendix G4,.PDF,0.91,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G4/Appendix G4.pdf
296,LOW,Not Started,Design Documents,7 - Appendices: G - Geotechnical,G5,Appendix G5.pdf,Appendix G5,.PDF,8.19,2019-10-28,,,,,,/Users/z/Library/CloudStorage/OneDrive-WashingtonStateDepartmentofTransportation/TheBRIDGE - Montlake - Change Management  Documents/120_RFP Conformed to COs/Appendices/G - Geotechnical/Appendix G5/Appendix G5.pdf
